bin,incident date,record type description,check2 description,fatality,injury,borough,postcode,latitude,longitude,community board,council district,bbl,census tract (2020),neighborhood tabulation area (nta) (2020),permit_count,unique_job_types,unique_work_types,residential_any,temperature,rainfall,wind_speed
4452207.0,3/10/2025,Incident,Excavation/Soil Work,0,0,Queens,11433.0,40.696782,-73.783742,412.0,27.0,4102620011.0,414.0,QN1202,1.0,1.0,1.0,1.0,8.2,0.0,16.1
3192735.0,6/18/2024,Accident,Worker Fell,0,1,Brooklyn,11223.0,40.59697,-73.970509,315.0,44.0,3071270009.0,396.0,BK1501,1.0,1.0,1.0,0.0,23.1,0.0,31.4
3428952.0,1/12/2024,Incident,Other Construction Related,0,0,Brooklyn,11208.0,40.682273,-73.873905,305.0,37.0,3041430002.0,1178.0,BK0501,1.0,1.0,1.0,1.0,4.4,0.3,30.0
3185093.0,2/29/2024,Accident,Worker Fell,1,0,Brooklyn,11214.0,40.601919,-73.987677,311.0,43.0,3068510039.0,298.0,BK1103,34.0,34.0,34.0,1.0,1.6,0.4,44.1
1091635.0,1/30/2024,Accident,Worker Fell,0,1,Manhattan,10027.0,40.815974,-73.958569,109.0,7.0,1019950026.0,211.0,MN0901,10.0,10.0,10.0,1.0,0.4,0.0,12.1
2005352.0,5/31/2024,Accident,Worker Fell,0,1,Bronx,10459.0,40.81977,-73.897624,202.0,17.0,2026970001.0,87.0,BX0202,2.0,2.0,2.0,0.0,18.1,0.0,19.7
3345008.0,6/18/2024,Accident,Other Construction Related,0,1,Brooklyn,11206.0,40.708995,-73.94129,301.0,34.0,3030270001.0,49301.0,BK0104,6.0,6.0,6.0,0.0,24.5,0.0,24.6
4624057.0,8/6/2024,Accident,Worker Fell,0,1,Queens,11354.0,40.758879,-73.834483,407.0,20.0,4049730006.0,871.0,QN0707,1.0,1.0,1.0,1.0,25.3,49.4,14.5
3192734.0,8/8/2024,Accident,Worker Fell,0,1,Brooklyn,11223.0,40.59705,-73.970523,315.0,44.0,3071270009.0,396.0,BK1501,3.0,3.0,3.0,0.0,21.7,3.4,34.5
3429791.0,1/21/2026,Accident,Worker Fell,0,1,Brooklyn,11201.0,40.68821,-73.99135,302.0,33.0,3002790001.0,43.0,BK0202,9.0,9.0,9.0,1.0,-6.0,0.0,22.9
1014167.0,7/8/2024,Accident,Worker Fell,0,1,Manhattan,10001.0,40.746043,-73.997928,104.0,3.0,1007740001.0,91.0,MN0401,2.0,2.0,2.0,0.0,27.0,0.0,15.3
4625206.0,4/15/2025,Accident,Worker Fell,0,1,Queens,11101.0,40.743499,-73.95808,402.0,26.0,4000170001.0,101.0,QN0201,,,,,13.3,1.0,23.8
3031228.0,7/15/2024,Accident,Other Construction Related,0,1,Brooklyn,11216.0,40.673817,-73.950117,308.0,36.0,3012340001.0,31701.0,BK0802,22.0,22.0,22.0,1.0,27.5,2.0,19.4
3327107.0,4/1/2024,Accident,Worker Fell,0,1,Brooklyn,11207.0,40.677116,-73.887853,305.0,37.0,3039650011.0,1170.0,BK0501,15.0,15.0,15.0,0.0,8.4,3.1,13.8
1041930.0,4/25/2024,Incident,Mechanical Construction Equipment,0,0,Manhattan,10065.0,40.762668,-73.965786,108.0,4.0,1013950039.0,11402.0,MN0802,12.0,12.0,12.0,0.0,7.4,0.0,19.6
1038598.0,7/28/2025,Accident,Worker Fell,0,1,Manhattan,10022.0,40.759863,-73.966581,106.0,4.0,1013310017.0,10803.0,MN0604,11.0,11.0,11.0,1.0,30.0,0.0,12.6
4006620.0,1/15/2024,Accident,Worker Fell,0,1,Queens,11106.0,40.765712,-73.929359,401.0,22.0,4005680012.0,75.0,QN0103,2.0,2.0,2.0,0.0,-3.5,0.8,11.9
3429585.0,10/15/2024,Notification,Other Construction Related,0,1,Brooklyn,11215.0,40.677917,-73.988488,306.0,39.0,3004530001.0,11901.0,BK0601,4.0,4.0,4.0,0.0,10.0,0.0,22.7
3061319.0,9/17/2024,Incident,Excavation/Soil Work,0,0,Brooklyn,11206.0,40.703296,-73.949143,301.0,33.0,3022420051.0,509.0,BK0103,2.0,2.0,2.0,1.0,20.2,0.0,19.4
2010850.0,1/27/2025,Accident,Worker Fell,0,1,Bronx,10460.0,40.832304,-73.887591,203.0,17.0,2030000057.0,157.0,BX0303,16.0,16.0,16.0,1.0,-1.2,0.0,18.9
1001004.0,5/4/2025,Accident,Material Failure (Fell),1,2,Bronx,11101.0,40.80023535479573,-74.0400776471383,301.0,41.0,2028550051.0,38301.0,MN0401,37.0,3.0,5.0,0.0,18.232314105695547,2.2202496858782332,27.368497119746802
1091745.0,3/28/2024,Accident,Worker Fell,0,1,Manhattan,10014.0,40.729793,-74.010297,102.0,3.0,1005967502.0,69.0,MN0203,4.0,4.0,4.0,1.0,8.5,21.5,18.5
1079205.0,12/26/2024,Incident,Mechanical Construction Equipment,0,0,Manhattan,10027.0,40.810179,-73.963608,109.0,7.0,1019890001.0,205.0,MN0901,8.0,8.0,8.0,0.0,-4.8,0.0,8.7
1000007.0,3/23/2025,Incident,Other Construction Related,0,0,Manhattan,10004.0,40.703026,-74.011202,101.0,1.0,1000050010.0,9.0,MN0101,120.0,120.0,120.0,0.0,3.2,0.0,18.0
2002826.0,1/30/2026,Accident,Struck By,1,1,Bronx,10018.0,40.82373533884193,-73.77603706298875,302.0,3.0,1011510012.0,201.0,QN0802,17.0,7.0,2.0,1.0,11.558478291921894,0.4704649436289021,7.828736635219771
1082732.0,8/23/2024,Accident,Scaffold/Shoring Installations,0,1,Manhattan,10016.0,40.740581,-73.978925,106.0,2.0,1009340001.0,66.0,MN0603,2.0,2.0,2.0,1.0,20.6,0.0,14.0
4624114.0,11/24/2025,Notification,Other Construction Related,0,2,Queens,11367.0,40.722672,-73.8266,408.0,24.0,4022801575.0,38302.0,QN8191,1.0,1.0,1.0,1.0,6.8,0.0,14.3
3000398.0,2/19/2024,Accident,Other Construction Related,0,1,Brooklyn,11201.0,40.691825,-73.986301,302.0,33.0,3001510037.0,11.0,BK0202,2.0,2.0,2.0,0.0,-0.3,0.0,23.1
1085694.0,9/13/2024,Accident,Other Construction Related,0,1,Manhattan,10016.0,40.742066,-73.974757,106.0,4.0,1009620108.0,62.0,MN0603,144.0,144.0,144.0,0.0,20.3,0.0,14.4
3025953.0,7/23/2024,Accident,Material Failure (Fell),1,2,Brooklyn,11211.0,40.67294566921012,-74.22770387006508,102.0,48.0,1014520027.0,115.0,BK0301,8.0,6.0,9.0,0.0,22.34801296207629,2.4397067029115513,21.016475273017907
4007096.0,1/22/2026,Accident,Scaffold/Shoring Installations,0,1,Queens,11102.0,40.765676,-73.924601,401.0,22.0,4005780040.0,73.0,QN0103,8.0,8.0,8.0,0.0,3.3,0.1,16.7
2057922.0,4/26/2025,Incident,Other Construction Related,0,0,Bronx,10467.0,40.880391,-73.863812,212.0,12.0,2046630092.0,390.0,BX1201,1.0,1.0,1.0,1.0,17.5,13.9,22.5
2130734.0,8/12/2024,Accident,Other Construction Related,0,1,Bronx,10464.0,40.867456,-73.797494,228.0,13.0,2056500001.0,504.0,BX2891,16.0,16.0,16.0,0.0,22.1,0.3,18.9
4048639.0,4/4/2024,Incident,Material Failure (Fell),0,0,Queens,11368.0,40.746858,-73.860166,404.0,21.0,4019800033.0,413.0,QN0402,7.0,7.0,7.0,0.0,5.6,6.3,42.3
1014251.0,2/5/2024,Accident,Worker Fell,0,1,Manhattan,10001.0,40.747582,-73.994197,105.0,3.0,1007770018.0,95.0,MN0501,23.0,23.0,23.0,0.0,0.9,0.0,28.2
1091738.0,4/15/2024,Accident,Worker Fell,0,1,Manhattan,10002.0,40.721627,-73.984307,103.0,2.0,1003977503.0,3002.0,MN0303,4.0,4.0,4.0,1.0,18.2,0.0,24.6
3429267.0,1/25/2024,Accident,Other Construction Related,0,1,Brooklyn,11221.0,40.69721,-73.927329,304.0,34.0,3032320005.0,423.0,BK0401,34.0,34.0,34.0,0.0,10.0,5.6,23.9
5072540.0,5/4/2024,Incident,Other Construction Related,0,0,Staten Island,10308.0,40.553156,-74.162337,503.0,51.0,5054870104.0,14604.0,SI0302,1.0,1.0,1.0,1.0,11.1,0.1,17.8
3429314.0,5/14/2024,Incident,Mechanical Construction Equipment,0,0,Brooklyn,11221.0,40.696176,-73.916696,304.0,37.0,,433.0,BK0402,3.0,3.0,3.0,1.0,15.4,5.0,23.6
2004136.0,7/8/2025,Accident,Worker Fell,0,1,Bronx,10455.0,40.811248,-73.901488,202.0,17.0,2026030083.0,83.0,BX0202,17.0,17.0,17.0,0.0,28.2,16.8,11.5
3212196.0,11/24/2025,Accident,Worker Fell,1,0,Brooklyn,11212.0,40.556406032100924,-74.01523401037315,412.0,26.0,4014440019.0,31703.0,BX1201,2.0,5.0,1.0,1.0,13.115891305115259,1.5311761789043645,16.59438495803796
1022678.0,6/25/2024,Accident,Material Failure (Fell),1,1,Bronx,11205.0,40.530292550294085,-73.7643597530796,302.0,32.0,1005720038.0,180.0,BX0102,3.0,6.0,5.0,1.0,7.712469446367511,3.960528562076205,27.215169881514374
1091801.0,12/30/2024,Accident,Mechanical Construction Equipment,0,1,Manhattan,10018.0,40.75543,-73.997152,104.0,3.0,1007340010.0,111.0,MN0401,2.0,2.0,2.0,0.0,11.4,5.8,25.5
2130757.0,5/22/2024,Notification,Other Construction Related,0,1,Bronx,10452.0,40.839368,-73.918501,204.0,16.0,2028560011.0,219.0,BX0403,8.0,8.0,8.0,0.0,21.1,0.0,23.3
1016047.0,1/16/2026,Accident,Worker Fell,0,1,Manhattan,10018.0,40.752335,-73.982416,105.0,4.0,1008410049.0,84.0,MN0502,107.0,107.0,107.0,0.0,-2.9,0.0,20.7
3329436.0,11/4/2024,Incident,Other Construction Related,0,0,Brooklyn,11201.0,40.69152,-73.987527,302.0,33.0,3001540019.0,37.0,BK0202,14.0,14.0,14.0,0.0,9.9,0.0,20.1
1013043.0,6/8/2024,Accident,Material Failure (Fell),0,1,Manhattan,10011.0,40.740704,-74.001844,104.0,3.0,1007390001.0,83.0,MN0401,486.0,486.0,486.0,0.0,20.4,0.0,26.3
1027184.0,8/4/2025,Accident,Worker Fell,0,1,Manhattan,10019.0,40.768668,-73.995404,104.0,3.0,1011090100.0,13501.0,MN0402,14.0,14.0,14.0,0.0,24.9,0.0,13.9
1001068.0,5/9/2025,Accident,Other Construction Related,0,1,Manhattan,10006.0,40.709402,-74.011073,101.0,1.0,1000627501.0,13.0,MN0101,366.0,366.0,366.0,0.0,14.3,14.6,12.5
3325287.0,6/12/2024,Incident,Other Construction Related,0,0,Brooklyn,11237.0,40.702097,-73.926076,304.0,34.0,3031970017.0,429.0,BK0401,1.0,1.0,1.0,0.0,19.2,0.2,22.7
1008814.0,1/16/2024,Accident,Excavation/Soil Work,0,1,Manhattan,10012.0,40.729028,-73.995483,102.0,2.0,1005460026.0,59.0,MN0202,13.0,13.0,13.0,0.0,-2.8,9.5,23.2
1023724.0,11/11/2024,Accident,Other Construction Related,0,1,Manhattan,10019.0,40.764727,-73.978142,105.0,6.0,1010100015.0,137.0,MN0502,5.0,5.0,5.0,0.0,15.6,3.2,25.1
4004668.0,4/9/2024,Accident,Worker Fell,0,1,Queens,11101.0,40.754214,-73.933901,401.0,26.0,4003850026.0,31.0,QN0105,4.0,4.0,4.0,0.0,13.8,0.0,15.9
1078929.0,7/10/2024,Accident,Worker Fell,1,0,Manhattan,10029.0,40.794985,-73.946371,111.0,8.0,1016370001.0,172.0,MN1101,6.0,6.0,6.0,0.0,27.4,0.1,36.8
1034211.0,5/24/2024,Accident,Worker Fell,0,1,Manhattan,10036.0,40.754421,-73.980213,105.0,4.0,1012590035.0,96.0,MN0502,8.0,8.0,8.0,0.0,22.6,0.0,15.5
3429247.0,11/5/2024,Accident,Worker Fell,0,1,Brooklyn,11215.0,40.668453,-73.990289,306.0,38.0,3010280007.0,139.0,BK0602,5.0,5.0,5.0,1.0,16.0,0.0,23.4
1001096.0,11/12/2024,Incident,Other Construction Related,0,0,Manhattan,10038.0,40.70926,-74.009082,101.0,1.0,1000650006.0,1502.0,MN0101,17.0,17.0,17.0,1.0,9.7,0.0,26.9
3031049.0,2/13/2025,Incident,Mechanical Construction Equipment,0,0,Brooklyn,11213.0,40.674773,-73.944464,308.0,36.0,3012290001.0,341.0,BK0802,14.0,14.0,14.0,0.0,4.6,6.4,20.6
4624423.0,5/7/2024,Incident,Other Construction Related,0,0,Queens,11101.0,40.74817,-73.938805,402.0,26.0,4002650013.0,1902.0,QN0201,34.0,34.0,34.0,0.0,18.9,0.0,17.0
2130961.0,6/21/2024,Accident,Worker Fell,0,1,Bronx,10451.0,40.816951,-73.929876,201.0,8.0,2023440112.0,6301.0,BX0401,5.0,5.0,5.0,0.0,27.9,0.0,18.2
3334941.0,5/29/2024,Incident,Excavation/Soil Work,0,0,Brooklyn,11205.0,40.692622,-73.959122,303.0,33.0,3019110045.0,235.0,BK0301,2.0,2.0,2.0,0.0,18.6,7.7,17.3
3002772.0,1/29/2024,Incident,Other Construction Related,0,0,Brooklyn,11201.0,40.690069,-73.993708,302.0,33.0,3002760013.0,9.0,BK0201,26.0,26.0,26.0,1.0,2.9,1.0,30.0
1038656.0,5/13/2024,Incident,Scaffold/Shoring Installations,0,0,Manhattan,10017.0,40.749514,-73.971481,106.0,4.0,1013340041.0,88.0,MN0603,22.0,22.0,22.0,1.0,12.6,0.3,22.7
1048273.0,8/16/2024,Accident,Worker Fell,0,1,Manhattan,10128.0,40.782533,-73.952924,108.0,5.0,1015190050.0,14802.0,MN0802,21.0,21.0,21.0,1.0,24.4,0.4,17.9
2009372.0,7/8/2025,Accident,Worker Fell,0,1,Bronx,10457.0,40.846902,-73.903766,205.0,15.0,2028920016.0,231.0,BX0502,9.0,9.0,9.0,1.0,28.2,16.8,11.5
1080458.0,3/12/2024,Accident,Worker Fell,0,1,Manhattan,10022.0,40.75472,-73.968172,106.0,4.0,1013420051.0,98.0,MN0604,45.0,45.0,45.0,1.0,9.1,0.0,24.6
2001079.0,6/20/2025,Accident,Other Construction Related,0,1,Bronx,10451.0,40.816046,-73.931166,201.0,8.0,2023490046.0,6301.0,BX0401,4.0,4.0,4.0,1.0,23.9,0.4,18.0
3391735.0,2/13/2025,Accident,Other Construction Related,0,1,Brooklyn,11229.0,40.609689,-73.95847,315.0,48.0,3067770017.0,554.0,BK1501,20.0,20.0,20.0,0.0,5.1,6.3,28.7
3429267.0,5/8/2024,Accident,Worker Fell,0,1,Brooklyn,11221.0,40.69721,-73.927329,304.0,34.0,3032320005.0,423.0,BK0401,23.0,23.0,23.0,1.0,22.2,0.9,31.0
3429464.0,12/9/2024,Accident,Other Construction Related,0,1,Brooklyn,11233.0,40.677869,-73.903473,316.0,37.0,3015540016.0,367.0,BK1601,22.0,22.0,22.0,1.0,6.8,9.1,14.9
1033308.0,12/12/2024,Incident,Mechanical Construction Equipment,0,0,Manhattan,10024.0,40.790496,-73.973764,107.0,6.0,1012370017.0,175.0,MN0702,60.0,60.0,60.0,1.0,1.5,0.1,26.2
3816613.0,6/22/2024,Accident,Worker Fell,0,1,Brooklyn,11212.0,40.671537,-73.907191,316.0,37.0,3036920001.0,908.0,BK1602,24.0,24.0,24.0,1.0,25.9,3.2,20.0
1033105.0,7/22/2024,Accident,Material Failure (Fell),0,1,Manhattan,10024.0,40.786594,-73.976488,107.0,6.0,1012320014.0,171.0,MN0702,8.0,8.0,8.0,1.0,24.5,4.2,19.9
1033105.0,11/18/2024,Accident,Material Failure (Fell),0,1,Manhattan,10024.0,40.786643,-73.976607,107.0,6.0,1012320014.0,171.0,MN0702,8.0,8.0,8.0,1.0,12.6,0.0,14.2
1046925.0,11/20/2024,Accident,Worker Fell,0,1,Manhattan,10128.0,40.782727,-73.959236,108.0,4.0,1014990069.0,15002.0,MN0802,8.0,8.0,8.0,1.0,11.7,0.0,10.7
3426198.0,7/26/2024,Accident,Worker Fell,0,1,Brooklyn,11224.0,40.579868,-73.973025,313.0,48.0,3072737501.0,354.0,BK1302,42.0,42.0,42.0,1.0,24.2,0.0,23.1
3049703.0,6/12/2024,Incident,Other Construction Related,0,0,Brooklyn,,,,,,,,,,,,,,,
1076193.0,2/20/2024,Incident,Other Construction Related,0,0,Manhattan,10036.0,40.760216,-73.985334,105.0,3.0,1010197502.0,125.0,MN0502,135.0,135.0,135.0,0.0,-2.5,0.0,13.2
1035721.0,11/5/2025,Accident,Worker Fell,0,1,Manhattan,10022.0,40.760154,-73.97601,105.0,4.0,1012880069.0,102.0,MN0502,44.0,44.0,44.0,0.0,10.9,0.3,19.3
3430033.0,2/12/2025,Accident,Material Failure (Fell),1,0,Manhattan,10065.0,40.72461132904335,-73.77908467824038,203.0,39.0,1006897501.0,289.0,BK0601,35.0,7.0,1.0,1.0,21.584367520599546,0.07061307970259535,16.323787408335715
3398454.0,1/20/2025,Accident,Other Construction Related,1,1,Brooklyn,10010.0,40.65791560868741,-74.01362488641942,106.0,35.0,3032700047.0,149.0,MN0502,7.0,3.0,7.0,1.0,9.381783511737332,1.5177291318611175,26.388417296874
1084476.0,1/5/2025,Accident,Struck By,1,0,Bronx,11219.0,40.59758403788934,-73.97497972260109,205.0,15.0,3004200037.0,908.0,QN0602,49.0,2.0,1.0,1.0,13.514426442218237,6.424892699757698,23.44011517182312
3065421.0,1/30/2026,Accident,Worker Fell,1,2,Staten Island,11215.0,40.71459582439074,-74.0054724884328,401.0,8.0,2033190046.0,66.0,MN0801,44.0,4.0,7.0,1.0,21.289019290621688,2.20875714873196,26.959619298094452
4047331.0,6/20/2024,Incident,Other Construction Related,0,0,Queens,11368.0,40.73552,-73.860392,404.0,21.0,4019180095.0,455.0,QN0402,3.0,3.0,3.0,1.0,26.2,0.0,21.6
3256090.0,8/5/2025,Accident,Worker Fell,0,1,Brooklyn,11249.0,40.703817,-73.963374,301.0,34.0,3021810001.0,545.0,BK0103,7.0,7.0,7.0,0.0,24.9,0.2,12.7
2130734.0,3/19/2025,Accident,Material Failure (Fell),0,1,Bronx,10464.0,40.867456,-73.797494,228.0,13.0,2056500001.0,504.0,BX2891,4.0,4.0,4.0,1.0,8.2,0.0,11.5
3429781.0,6/26/2024,Accident,Struck By,1,0,Staten Island,11231.0,40.872423206364964,-73.90326666773201,313.0,22.0,1012430001.0,5502.0,QN0707,17.0,6.0,1.0,1.0,8.1850557230838,6.153904459176047,20.68681183105252
5052791.0,5/30/2025,Accident,Other Construction Related,0,1,Staten Island,10306.0,40.574044,-74.109282,502.0,50.0,5036450007.0,122.0,SI0202,3.0,3.0,3.0,0.0,18.8,7.2,11.9
4441727.0,3/21/2025,Accident,Mechanical Construction Equipment,0,1,Queens,11101.0,40.738263,-73.940676,402.0,26.0,4002940106.0,19902.0,QN0202,4.0,4.0,4.0,0.0,6.6,5.8,25.5
3429802.0,11/15/2025,Accident,Worker Fell,1,0,Brooklyn,10452.0,40.63753582412402,-74.23826668452803,316.0,47.0,1009340001.0,94.0,MN0502,8.0,7.0,7.0,1.0,26.402541299178466,2.155494873404266,27.203687055114095
4619459.0,6/24/2024,Incident,Other Construction Related,0,0,Queens,11101.0,40.748365,-73.944557,402.0,26.0,4004360001.0,1903.0,QN0201,22.0,22.0,22.0,1.0,25.5,0.0,39.0
3106599.0,6/10/2024,Incident,Excavation/Soil Work,0,0,Brooklyn,11203.0,40.661886,-73.93994,309.0,40.0,3047940026.0,806.0,BK0902,22.0,22.0,22.0,0.0,19.3,0.0,18.7
3429687.0,9/13/2024,Accident,Other Construction Related,0,1,Brooklyn,11217.0,40.681104,-73.98843,306.0,39.0,3004240001.0,75.0,BK0601,2.0,2.0,2.0,0.0,20.0,0.0,15.6
1083810.0,7/9/2025,Accident,Other Construction Related,0,1,Manhattan,10028.0,40.778633,-73.962546,164.0,6.0,1011110001.0,143.0,MN6491,108.0,108.0,108.0,0.0,27.3,1.0,10.1
1015001.0,5/2/2025,Accident,Other Construction Related,0,1,Manhattan,10001.0,40.744851,-73.993425,104.0,3.0,1008010008.0,91.0,MN0401,18.0,18.0,18.0,0.0,21.9,0.0,16.0
3124075.0,10/7/2025,Incident,Scaffold/Shoring Installations,0,0,Brooklyn,11218.0,40.650467,-73.97361,307.0,40.0,3053220004.0,50401.0,BK0701,1.0,1.0,1.0,0.0,21.2,0.0,20.8
4855669.0,6/27/2025,Accident,Excavation/Soil Work,0,1,Queens,11354.0,40.759123,-73.834147,407.0,20.0,,871.0,QN0707,1.0,1.0,1.0,1.0,19.9,0.3,13.6
1091855.0,5/16/2025,Accident,Worker Fell,0,1,Manhattan,10021.0,40.771378,-73.959402,108.0,5.0,1014290004.0,134.0,MN0801,2.0,2.0,2.0,1.0,17.8,0.7,14.1
1016876.0,5/10/2024,Accident,Worker Fell,0,1,Manhattan,10010.0,40.743188,-73.98755,105.0,3.0,1008560009.0,56.0,MN0501,42.0,42.0,42.0,0.0,10.6,12.9,19.7
3251678.0,4/11/2024,Accident,Other Construction Related,0,1,Brooklyn,11249.0,40.707947,-73.968433,301.0,33.0,3021340001.0,547.0,BK0102,3.0,3.0,3.0,0.0,11.8,5.0,33.0
1009706.0,4/21/2025,Accident,Other Construction Related,0,1,Manhattan,10011.0,40.736145,-73.99607,102.0,2.0,1005777502.0,63.0,MN0202,181.0,181.0,181.0,1.0,10.6,0.3,14.6
1084612.0,3/20/2024,Accident,Material Failure (Fell),0,1,Manhattan,10002.0,40.71299,-73.994939,103.0,1.0,1002800015.0,8.0,MN0301,4.0,4.0,4.0,1.0,5.9,2.8,30.7
,8/28/2025,Incident,Other Construction Related,0,0,Staten Island,10309.0,40.5423,-74.236903,503.0,51.0,5072470001.0,22602.0,SI0305,,,,,21.1,0.0,16.7
1026453.0,8/24/2025,Incident,Material Failure (Fell),0,0,Manhattan,10036.0,40.760493,-73.991142,104.0,3.0,1010550029.0,12102.0,MN0402,17.0,17.0,17.0,1.0,22.2,0.2,18.2
3425949.0,6/25/2024,Accident,Material Failure (Fell),0,1,Brooklyn,11239.0,40.654526,-73.876642,305.0,42.0,3044520249.0,107001.0,BK0504,6.0,6.0,6.0,1.0,25.8,0.0,36.0
4003495.0,7/15/2024,Accident,Other Construction Related,0,1,Queens,11101.0,40.747075,-73.939149,402.0,26.0,4002660027.0,1902.0,QN0201,4.0,4.0,4.0,0.0,28.0,2.4,22.2
1083699.0,12/3/2024,Accident,Mechanical Construction Equipment,0,2,Manhattan,10010.0,40.734191,-73.975168,106.0,4.0,1009780001.0,60.0,MN0601,31.0,31.0,31.0,1.0,0.7,0.1,10.4
3861463.0,5/20/2024,Accident,Worker Fell,1,0,Brooklyn,10013.0,40.80365780079564,-74.0146019790134,302.0,3.0,1012830021.0,37504.0,QN0502,32.0,6.0,6.0,0.0,15.788671304024255,3.903733027794375,7.094643821217202
5046953.0,4/22/2025,Accident,Struck By,1,0,Queens,10467.0,40.63494700558072,-73.97444482591335,302.0,37.0,1005967502.0,9.0,BK1302,38.0,3.0,6.0,1.0,24.76842127812236,2.094477537106361,23.707963815384545
4436573.0,4/12/2024,Accident,Worker Fell,0,1,Queens,11101.0,40.743502,-73.95808,402.0,26.0,4000170001.0,101.0,QN0201,2.0,2.0,2.0,0.0,15.2,16.5,42.4
3166438.0,8/13/2025,Incident,Mechanical Construction Equipment,0,0,Brooklyn,11214.0,40.608878,-74.005341,311.0,47.0,3063650042.0,180.0,BK1102,1.0,1.0,1.0,0.0,25.3,2.1,22.3
1030307.0,7/22/2024,Accident,Excavation/Soil Work,0,1,Manhattan,10019.0,40.770899,-73.98874,107.0,6.0,1011510012.0,147.0,MN0701,9.0,9.0,9.0,0.0,24.5,4.2,19.9
2130622.0,4/15/2024,Accident,Material Failure (Fell),0,1,Bronx,10452.0,40.839538,-73.923177,204.0,16.0,,211.0,BX0402,6.0,6.0,6.0,1.0,17.7,0.0,25.4
1083493.0,4/23/2025,Accident,Scaffold/Shoring Installations,0,1,Manhattan,10013.0,40.724032,-74.004961,102.0,1.0,1004777501.0,37.0,MN0201,2.0,2.0,2.0,0.0,17.6,0.0,14.7
1016876.0,4/30/2024,Accident,Worker Fell,0,1,Manhattan,10010.0,40.743188,-73.98755,105.0,3.0,1008560009.0,56.0,MN0501,42.0,42.0,42.0,0.0,15.5,2.2,14.6
4105623.0,5/6/2024,Incident,Other Construction Related,0,0,Queens,11357.0,40.788296,-73.813617,407.0,19.0,4046600050.0,981.0,QN0702,1.0,1.0,1.0,0.0,16.1,0.6,11.2
2003543.0,11/25/2025,Accident,Worker Fell,0,1,Bronx,10452.0,40.842746,-73.925602,204.0,16.0,2025330029.0,201.0,BX0402,2.0,2.0,2.0,0.0,8.0,8.9,19.5
1091704.0,10/7/2024,Accident,Worker Fell,0,1,Manhattan,10016.0,40.747185,-73.977628,106.0,4.0,1008910044.0,80.0,MN0603,20.0,20.0,20.0,1.0,18.8,7.1,20.1
3429327.0,5/13/2024,Accident,Worker Fell,0,1,Brooklyn,11201.0,40.688566,-73.980045,302.0,35.0,3020940001.0,33.0,BK0203,12.0,12.0,12.0,1.0,12.6,0.1,26.8
3138044.0,2/2/2024,Accident,Material Failure (Fell),1,0,Brooklyn,11219.0,40.634951,-73.993518,312.0,44.0,3056480034.0,220.0,BK1202,1.0,1.0,1.0,1.0,4.1,6.3,24.5
1091728.0,12/2/2024,Accident,Worker Fell,0,1,Manhattan,10019.0,40.762023,-73.975782,105.0,4.0,1012700044.0,104.0,MN0502,86.0,86.0,86.0,1.0,-0.1,0.0,10.5
1080293.0,3/20/2024,Accident,Material Failure (Fell),0,1,Manhattan,10011.0,40.74568,-74.007001,104.0,3.0,1006910015.0,9901.0,MN0401,1.0,1.0,1.0,1.0,5.9,2.8,30.7
1001027.0,3/8/2024,Accident,Material Failure (Fell),0,1,Manhattan,10005.0,40.709043,-74.010626,101.0,1.0,1000480001.0,7.0,MN0101,241.0,241.0,241.0,1.0,6.0,0.0,21.6
4623202.0,3/25/2024,Accident,Other Construction Related,0,1,Queens,11105.0,40.780061,-73.901942,401.0,22.0,4008140010.0,10701.0,QN0101,16.0,16.0,16.0,0.0,4.0,0.0,22.4
4617668.0,8/27/2024,Accident,Material Failure (Fell),0,2,Queens,11435.0,40.706166,-73.808184,412.0,27.0,4096940017.0,238.0,QN1201,19.0,19.0,19.0,1.0,22.5,0.0,18.0
4624987.0,10/15/2025,Accident,Worker Fell,0,1,Queens,11436.0,40.668035,-73.795032,412.0,28.0,4120990036.0,792.0,QN1203,10.0,10.0,10.0,0.0,15.5,0.2,15.8
1091654.0,8/7/2024,Accident,Worker Fell,0,1,Manhattan,10014.0,40.729212,-74.009316,102.0,3.0,1005967502.0,69.0,MN0203,3.0,3.0,3.0,0.0,21.2,24.0,21.2
1091775.0,6/18/2024,Accident,Worker Fell,0,1,Manhattan,10003.0,40.732953,-73.993635,102.0,2.0,1005687501.0,61.0,MN0202,4.0,4.0,4.0,1.0,25.1,0.0,24.4
3071075.0,5/12/2025,Accident,Other Construction Related,1,1,Brooklyn,10457.0,40.53259379384423,-73.94162198305636,302.0,3.0,3019110045.0,212.0,BX0301,44.0,6.0,7.0,1.0,10.7940790546782,0.8315198539387431,14.668945536285726
1027184.0,8/16/2024,Accident,Other Construction Related,0,1,Manhattan,10019.0,40.768668,-73.995404,104.0,3.0,1011090100.0,13501.0,MN0402,14.0,14.0,14.0,0.0,24.1,0.0,17.1
2130757.0,6/16/2024,Accident,Other Construction Related,0,1,Bronx,10452.0,40.839368,-73.918501,204.0,16.0,2028560011.0,219.0,BX0403,18.0,18.0,18.0,0.0,19.2,0.0,17.5
3159746.0,4/14/2025,Incident,Other Construction Related,0,0,Brooklyn,11204.0,40.611362,-73.991241,311.0,43.0,3062170036.0,268.0,BK1101,1.0,1.0,1.0,1.0,10.0,0.0,15.7
