fatality,injury,latitude,longitude,permit_count,unique_job_types,unique_work_types,residential_any,temperature,rainfall,wind_speed,weighted_fatality_index,is_repeat_site,day_incident_pct,borough_Brooklyn,borough_Manhattan,borough_Queens,borough_Staten Island,check2 description_Material Failure (Fell),check2 description_Mechanical Construction Equipment,check2 description_Other Construction Related,check2 description_Scaffold/Shoring Installations,check2 description_Struck By,check2 description_Worker Fell,record type description_Incident,record type description_Not DOB Jurisdiction,record type description_Notification
1,2,40.85652871564098,-73.92834803325812,32,1,7,0,20,4,28,2,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.705189,-74.011505,124,124,124,0,5,0,45,0,1,19,0,1,0,0,1,0,0,0,0,0,1,0,0
0,4,40.784557,-73.94378,77,77,77,0,4,0,44,2,0,19,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.780061,-73.901942,16,16,16,0,9,0,22,0,1,19,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.736095,-74.009205,32,32,32,1,3,0,19,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.679223,-73.981829,26,26,26,1,18,0,20,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.751972,-73.93935,10,10,10,1,10,0,22,0,1,17,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.729793,-74.010297,1,1,1,1,25,2,7,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.755569,-73.99172,8,8,8,1,17,1,20,0,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.697354,-73.964813,22,22,22,1,1,0,19,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.744942,-73.995608,4,4,4,1,-1,0,18,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.706918,-73.947578,2,2,2,0,7,0,23,0,1,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.842746,-73.925602,2,2,2,0,6,5,26,0,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,40.727264,-73.952217,2,2,2,0,22,0,22,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,40.54046507132276,-73.90675826636706,48,4,6,0,12,2,5,1,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.770899,-73.98874,9,9,9,0,14,0,22,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.786909,-73.956478,37,37,37,1,19,0,13,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.719207,-73.993835,3,3,3,0,20,0,22,0,0,18,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,40.771548,-73.958849,37,37,37,1,23,8,15,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.636032,-73.999802,1,1,1,1,12,0,25,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.737885,-74.006466,1,1,1,0,3,0,19,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.745817,-73.972016,18,18,18,0,25,0,39,0,1,19,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.826343,-73.909635,2,2,2,0,12,12,29,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.720245,-73.995996,28,28,28,0,12,0,20,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.771548,-73.958849,37,37,37,1,16,7,24,0,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,40.86948,-73.828246,1,1,1,1,23,0,17,0,0,18,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,40.72378,-73.848991,20,20,20,1,9,0,13,0,0,19,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,40.75381,-73.9331,9,7,7,0,20,3,24,1,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.750555,-73.942664,1,1,1,1,9,0,20,0,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.73288,-73.888332,18,18,18,0,8,0,10,0,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,40.818423,-73.918714,4,4,4,0,20,0,17,1,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.656766,-73.95546,3,3,3,1,1,0,23,0,0,17,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.754212,-73.918442,6,6,6,0,20,0,16,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.732624,-73.996092,14,14,14,1,26,0,19,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.805506,-73.856629,4,4,4,0,-1,1,10,0,0,17,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,40.66198400100069,-73.95105853163648,34,5,3,1,14,12,12,2,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.650632,-73.973191,1,1,1,1,4,0,23,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,40.820096037694505,-73.76620949513256,45,7,5,0,3,17,28,2,1,19,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,40.746043,-73.997928,2,2,2,0,16,0,19,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.776534,-73.956554,1,1,1,1,25,2,8,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2,40.743502,-73.95808,2,2,2,0,22,7,16,1,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.815974,-73.958569,10,10,10,1,24,8,20,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.814,-73.929709,5,5,5,0,-1,1,10,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.753481,-74.00432,1,1,1,1,11,0,18,0,0,19,0,1,0,0,0,0,1,0,0,0,0,1,0
0,1,40.736996,-73.998138,10,10,10,1,16,0,12,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.758393,-73.981537,259,259,259,0,15,0,8,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.705189,-73.961267,2,2,2,1,24,0,15,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.863599,-73.916537,6,6,6,1,24,16,44,0,1,18,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,40.689285,-73.979418,8,8,8,0,23,1,14,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.688827,-73.982454,13,13,13,0,-3,1,12,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.741822,-73.965787,3,3,3,0,13,0,18,0,1,17,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,40.72878,-73.811095,1,1,1,0,-12,0,14,0,0,18,0,0,1,0,0,0,0,1,0,0,1,0,0
0,1,40.688896,-73.989969,45,45,45,0,15,3,17,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.772879,-73.945963,15,15,15,0,24,0,13,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.675828,-73.989538,2,2,2,0,7,3,21,0,1,19,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,40.848741,-73.907721,4,4,4,0,-9,0,8,0,0,19,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,40.795535,-73.922671,18,18,18,0,-1,0,22,0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.671905,-73.911308,5,5,5,1,10,0,16,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.742066,-73.974757,144,144,144,0,13,0,24,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.859417,-73.891128,35,35,35,1,12,16,34,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,40.811091,-73.930586,1,1,1,1,-1,0,18,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,40.794723,-73.973581,15,15,15,1,0,5,22,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,40.74700783334993,-74.0843513642968,11,4,2,0,21,6,18,1,1,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.85193,-73.891082,14,14,14,1,0,0,17,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.803902,-73.920534,1,1,1,1,5,0,28,0,1,18,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,40.575868,-73.968639,10,10,10,1,0,0,32,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.767383,-73.955018,24,24,24,1,4,0,44,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.74817,-73.938805,34,34,34,0,4,0,16,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.721548,-73.992096,4,4,4,0,7,0,19,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,40.52407422997904,-73.8787887529786,5,9,1,1,6,1,22,1,1,19,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,40.641631,-73.98358,14,14,14,0,4,2,15,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.76576,-73.953261,45,45,45,0,17,0,11,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.776815,-73.935511,5,5,5,1,11,0,12,0,0,19,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,40.750171,-73.913174,1,1,1,1,19,0,14,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.754611,-73.986761,169,169,169,0,5,0,45,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.757978,-73.979783,27,27,27,0,26,9,15,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.755067,-73.992456,5,5,5,1,18,0,24,0,0,19,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,40.746756,-73.972727,42,42,42,0,17,0,23,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.863672,-73.870409,7,7,7,0,0,0,24,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.763282,-73.974742,5,5,5,0,23,0,23,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.592232,-73.978515,6,6,6,0,33,0,14,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.747582,-73.994197,23,23,23,0,8,21,18,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.626337,-73.972989,9,7,7,0,18,0,17,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.783767,-73.975774,16,16,16,1,0,0,17,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.713437,-74.008073,7,7,7,1,9,22,34,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,40.730932,-73.989573,3,3,3,1,19,0,16,0,0,19,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,40.681435,-73.983069,9,9,9,1,12,0,33,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.765025,-73.991527,3,3,3,0,20,0,12,0,0,17,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,40.753722,-73.972309,155,155,155,0,5,2,19,0,0,18,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,40.696782,-73.783742,1,1,1,1,8,0,16,0,0,19,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,40.59697,-73.970509,1,1,1,0,23,0,31,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.682273,-73.873905,1,1,1,1,4,0,30,0,1,18,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,40.601919,-73.987677,34,34,34,1,1,0,44,1,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.815974,-73.958569,10,10,10,1,0,0,12,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.81977,-73.897624,2,2,2,0,18,0,19,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.708995,-73.94129,6,6,6,0,24,0,24,0,1,17,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.758879,-73.834483,1,1,1,1,25,49,14,0,0,17,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.59705,-73.970523,3,3,3,0,21,3,34,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.68821,-73.99135,9,9,9,1,-6,0,22,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.746043,-73.997928,2,2,2,0,27,0,15,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.743499,-73.95808,9,7,7,0,13,1,23,0,0,17,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.673817,-73.950117,22,22,22,1,27,2,19,0,0,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.677116,-73.887853,15,15,15,0,8,3,13,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.762668,-73.965786,12,12,12,0,7,0,19,0,1,19,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,40.759863,-73.966581,11,11,11,1,30,0,12,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.765712,-73.929359,2,2,2,0,-3,0,11,0,0,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.677917,-73.988488,4,4,4,0,10,0,22,0,1,17,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,40.703296,-73.949143,2,2,2,1,20,0,19,0,0,17,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,40.832304,-73.887591,16,16,16,1,-1,0,18,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,40.80023535479573,-74.0400776471383,37,3,5,0,18,2,27,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.729793,-74.010297,4,4,4,1,8,21,18,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.810179,-73.963608,8,8,8,0,-4,0,8,0,1,19,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0,40.703026,-74.011202,120,120,120,0,3,0,18,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1,40.82373533884193,-73.77603706298875,17,7,2,1,11,0,7,1,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,40.740581,-73.978925,2,2,2,1,20,0,14,0,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0
0,2,40.722672,-73.8266,1,1,1,1,6,0,14,1,0,19,0,0,1,0,0,0,1,0,0,0,0,0,1
0,1,40.691825,-73.986301,2,2,2,0,0,0,23,0,0,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.742066,-73.974757,144,144,144,0,20,0,14,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2,40.67294566921012,-74.22770387006508,8,6,9,0,22,2,21,2,1,17,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.765676,-73.924601,8,8,8,0,3,0,16,0,1,19,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,40.880391,-73.863812,1,1,1,1,17,13,22,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.867456,-73.797494,16,16,16,0,22,0,18,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.746858,-73.860166,7,7,7,0,5,6,42,0,0,19,0,0,1,0,1,0,0,0,0,0,1,0,0
0,1,40.747582,-73.994197,23,23,23,0,0,0,28,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.721627,-73.984307,4,4,4,1,18,0,24,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.69721,-73.927329,34,34,34,0,10,5,23,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.553156,-74.162337,1,1,1,1,11,0,17,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,40.696176,-73.916696,3,3,3,1,15,5,23,0,1,17,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,40.811248,-73.901488,17,17,17,0,28,16,11,0,1,17,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,40.55640603210093,-74.01523401037315,2,5,1,1,13,1,16,1,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,40.530292550294085,-73.7643597530796,3,6,5,1,7,3,27,1,1,17,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.75543,-73.997152,2,2,2,0,11,5,25,0,0,19,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.839368,-73.918501,8,8,8,0,21,0,23,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,40.752335,-73.982416,107,107,107,0,-2,0,20,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.69152,-73.987527,14,14,14,0,9,0,20,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.740704,-74.001844,486,486,486,0,20,0,26,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.768668,-73.995404,14,14,14,0,24,0,13,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.709402,-74.011073,366,366,366,0,14,14,12,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.702097,-73.926076,1,1,1,0,19,0,22,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.729028,-73.995483,13,13,13,0,-2,9,23,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,40.764727,-73.978142,5,5,5,0,15,3,25,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.754214,-73.933901,4,4,4,0,13,0,15,0,0,17,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,40.794985,-73.946371,6,6,6,0,27,0,36,1,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.754421,-73.980213,8,8,8,0,22,0,15,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.668453,-73.990289,5,5,5,1,16,0,23,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.70926,-74.009082,17,17,17,1,9,0,26,0,0,17,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,40.674773,-73.944464,14,14,14,0,4,6,20,0,0,19,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,40.74817,-73.938805,34,34,34,0,18,0,17,0,1,17,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.816951,-73.929876,5,5,5,0,27,0,18,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.692622,-73.959122,2,2,2,0,18,7,17,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,40.690069,-73.993708,26,26,26,1,2,1,30,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,40.749514,-73.971481,22,22,22,1,12,0,22,0,1,19,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,40.782533,-73.952924,21,21,21,1,24,0,17,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.846902,-73.903766,9,9,9,1,28,16,11,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.75472,-73.968172,45,45,45,1,9,0,24,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.816046,-73.931166,4,4,4,1,23,0,18,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.609689,-73.95847,20,20,20,0,5,6,28,0,0,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.69721,-73.927329,23,23,23,1,22,0,31,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.677869,-73.903473,22,22,22,1,6,9,14,0,0,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.790496,-73.973764,60,60,60,1,1,0,26,0,0,19,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,40.671537,-73.907191,24,24,24,1,25,3,20,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.786594,-73.976488,8,8,8,1,24,4,19,0,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.786643,-73.976607,8,8,8,1,12,0,14,0,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.782727,-73.959236,8,8,8,1,11,0,10,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.579868,-73.973025,42,42,42,1,24,0,23,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.741822,-73.965787,9,7,7,0,13,0,18,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,40.760216,-73.985334,135,135,135,0,-2,0,13,0,0,17,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,40.760154,-73.97601,44,44,44,0,10,0,19,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,40.72461132904335,-73.77908467824038,35,7,1,1,21,0,16,1,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,40.65791560868741,-74.01362488641942,7,3,7,1,9,1,26,1,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,40.59758403788934,-73.97497972260109,49,2,1,1,13,6,23,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,40.71459582439074,-74.0054724884328,44,4,7,1,21,2,26,2,1,18,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,40.73552,-73.860392,3,3,3,1,26,0,21,0,0,19,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.703817,-73.963374,7,7,7,0,24,0,12,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.867456,-73.797494,4,4,4,1,8,0,11,0,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,40.87242320636496,-73.90326666773201,17,6,1,1,8,6,20,1,1,18,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,40.574044,-74.109282,3,3,3,0,18,7,11,0,1,18,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,40.738263,-73.940676,4,4,4,0,6,5,25,0,1,18,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,40.63753582412402,-74.23826668452803,8,7,7,1,26,2,27,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.748365,-73.944557,22,22,22,1,25,0,39,0,1,19,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,40.661886,-73.93994,22,22,22,0,19,0,18,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,40.681104,-73.98843,2,2,2,0,20,0,15,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.778633,-73.962546,108,108,108,0,27,1,10,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.744851,-73.993425,18,18,18,0,21,0,16,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.650467,-73.97361,1,1,1,0,21,0,20,0,0,17,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1,40.759123,-73.834147,1,1,1,1,19,0,13,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,40.771378,-73.959402,2,2,2,1,17,0,14,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.743188,-73.98755,42,42,42,0,10,12,19,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.707947,-73.968433,3,3,3,0,11,5,33,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.736145,-73.99607,181,181,181,1,10,0,14,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.71299,-73.994939,4,4,4,1,5,2,30,0,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,40.5423,-74.236903,9,7,7,0,21,0,16,0,0,19,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,40.760493,-73.991142,17,17,17,1,22,0,18,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,40.654526,-73.876642,6,6,6,1,25,0,36,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.747075,-73.939149,4,4,4,0,28,2,22,0,1,19,0,0,1,0,0,0,1,0,0,0,0,0,0
0,2,40.734191,-73.975168,31,31,31,1,0,0,10,1,1,17,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,40.80365780079564,-74.0146019790134,32,6,6,0,15,3,7,1,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,40.63494700558072,-73.97444482591335,38,3,6,1,24,2,23,1,1,17,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,40.743502,-73.95808,2,2,2,0,15,16,42,0,1,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,40.608878,-74.005341,1,1,1,0,25,2,22,0,0,18,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,40.770899,-73.98874,9,9,9,0,24,4,19,0,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,40.839538,-73.923177,6,6,6,1,17,0,25,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.724032,-74.004961,2,2,2,0,17,0,14,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,40.743188,-73.98755,42,42,42,0,15,2,14,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.788296,-73.813617,1,1,1,0,16,0,11,0,0,19,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.842746,-73.925602,2,2,2,0,8,8,19,0,1,17,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.747185,-73.977628,20,20,20,1,18,7,20,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.688566,-73.980045,12,12,12,1,12,0,26,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,40.634951,-73.993518,1,1,1,1,4,6,24,1,0,18,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.762023,-73.975782,86,86,86,1,0,0,10,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.74568,-74.007001,1,1,1,1,5,2,30,0,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.709043,-74.010626,241,241,241,1,6,0,21,0,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.780061,-73.901942,16,16,16,0,4,0,22,0,1,19,0,0,1,0,0,0,1,0,0,0,0,0,0
0,2,40.706166,-73.808184,19,19,19,1,22,0,18,1,0,17,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,40.668035,-73.795032,10,10,10,0,15,0,15,0,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.729212,-74.009316,3,3,3,0,21,24,21,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.732953,-73.993635,4,4,4,1,25,0,24,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,40.53259379384423,-73.94162198305636,44,6,7,1,10,0,14,1,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.768668,-73.995404,14,14,14,0,24,0,17,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.839368,-73.918501,18,18,18,0,19,0,17,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.611362,-73.991241,1,1,1,1,10,0,15,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,40.67225,-73.928874,1,1,1,1,4,0,26,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.721627,-73.984307,8,8,8,1,12,0,20,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
